file_path,category,git_status,phase_attribution,modified_date,classification_reason
comparative_monotonicity_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
comparative_persistence_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
comparative_signal_authority_recommendation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
comparative_signal_common_universe.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
comparative_signal_inventory.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
comparative_signal_readiness_roadmap.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
concentrated_alpha_philosophy_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
concentration_driver_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
consensus_transparency_validation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
conviction_capital_deployment_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
conviction_consistency_audit.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
conviction_consistency_matrix.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
conviction_decomposition.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
conviction_framework_design.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level design document — candidate for relocation to docs/
conviction_framework_inventory.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
conviction_influence_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
conviction_model_validation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
conviction_multiplier_calibration_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
conviction_multiplier_recommendation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
conviction_transparency_recommendation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
current_allocation_curve.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
danelfin_lineage_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
deployment_actionability_validation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
deployment_plan_before_after.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
deployment_planner_validation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
deployment_queue_certification_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
deployment_queue_render_audit.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
deployment_queue_ui_validation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
deployment_queue_validation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
deployment_rank_validation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
deployment_vs_signal_rank_comparison.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
ess_30day_effectiveness.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
ess_archive_inventory.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
ess_archive_manifest.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_archive_preservation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_authority_validation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_coverage_tiers.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
ess_effectiveness_study_final_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_fallback_end_to_end_validation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_history_master.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
ess_lineage_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_monotonicity_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_persistence_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_projection_consistency_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_quintile_spread_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_research_dataset_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_research_readiness.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_stability_preview.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_symbol_history_inventory.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
ess_transition_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
ess_transition_matrix.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
fidelity_alignment_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
fidelity_transparency_validation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
final_threshold_recommendation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
framework_implications_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
freshness_governance_validation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
freshness_remediation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
historical_ess_opportunity_assessment.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
historical_signal_coverage_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
incumbency_sensitivity_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
mandate_fit_scorecard.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
multiplier_calibration_validation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
multiplier_distribution_comparison.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
multiplier_vs_curve_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
operator_conviction_dashboard_design.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level design document — candidate for relocation to docs/
operator_signal_governance.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level governance document — candidate for relocation to docs/
phase_22d1_final_verdict.md,ROOT_REPORT,??,PHASE_22D1,unknown,Phase 22D.1 verdict at root — candidate for relocation to data/analysis/phase_22d1/
phase_22d2_validation_report.md,ROOT_REPORT,??,PHASE_22D2,unknown,Phase 22D.2 report at root — candidate for relocation to data/analysis/phase_22d2/
phase_22d3_final_verdict.md,ROOT_REPORT,??,PHASE_22D3,unknown,Phase 22D.3 verdict at root — candidate for relocation to data/analysis/phase_22d3/
phase_7_3c_validation_report.md,ROOT_REPORT,??,PHASE_7.3C,unknown,Phase 7.3C report at root — candidate for relocation to data/analysis/phase_7_3c/
phase_7_4a_analysis.py,ROOT_ANALYSIS_PY,??,PHASE_7.4A,unknown,Root-level phase analysis script — candidate for relocation to scripts/
phase_7_4b_analysis.py,ROOT_ANALYSIS_PY,??,PHASE_7.4B,unknown,Root-level phase analysis script — candidate for relocation to scripts/
phase_7_4c_validation.py,ROOT_ANALYSIS_PY,??,PHASE_7.4C,unknown,Root-level phase validation script — candidate for relocation to scripts/
phase_7_4d_lineage_trace_report.md,ROOT_REPORT,??,PHASE_7.4D,unknown,Phase 7.4D report at root — candidate for relocation to data/analysis/phase_7_4d/
phase_7_4d_runtime_validation_report.md,ROOT_REPORT,??,PHASE_7.4D,unknown,Phase 7.4D report at root — candidate for relocation to data/analysis/phase_7_4d/
phase_7_4e_execution_path_audit.md,ROOT_REPORT,??,PHASE_7.4E,unknown,Phase 7.4E report at root — candidate for relocation to data/analysis/phase_7_4e/
phase_7_4f_replay_consistency_audit.md,ROOT_REPORT,??,PHASE_7.4F,unknown,Phase 7.4F report at root — candidate for relocation to data/analysis/phase_7_4f/
planner_model_comparison.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
portfolio_manager_signal_archive_inventory.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
pure_signal_allocation_models.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
pure_signal_integration_recommendation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
pure_signal_ranking.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
recommendation_narrative_audit.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
recommendation_transparency_remediation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_alignment_gap_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_alignment_remediation_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_alignment_staleness_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_authority_calibration_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_authority_reassessment.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_coverage_expansion_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_depth_distribution.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_depth_model_comparison.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
replay_evidence_inventory.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
replay_evidence_quality_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_evidence_routing_fix_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_expansion_opportunities.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_governance_consistency_review.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_historical_signal_integrity_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_history_coverage_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_impact_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_influence_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_integrity_classification.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_lineage_trace.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_percentile_lineage_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_percentile_recommendation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_percentile_trace_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_quality_score_validation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_signal_provenance_matrix.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
replay_snapshot_inventory.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
replay_source_inventory.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_support_explanation.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
replay_validation_gap_report.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
return_data_inventory.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
sanm_bucket_routing_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
sanm_counterfactual_analysis.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
sanm_historical_replay_inventory.csv,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis data — candidate for relocation to data/analysis/
sanm_replay_lineage.md,ROOT_REPORT,??,MULTI_PHASE,unknown,Root-level analysis/report — candidate for relocation to docs/
